City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
89,Quime,BO,2021-01-10 19:28:26,-16.9833,-67.2167,60.51,58,99,8.5
90,Bethel,US,2021-01-10 19:25:57,41.3712,-73.414,36.0,48,1,9.22
91,Vardo,NO,2021-01-10 19:28:26,70.3705,31.1107,19.4,68,75,13.8
92,Hamilton,US,2021-01-10 19:28:26,39.1834,-84.5333,37.4,56,1,4.14
93,Beringovskiy,RU,2021-01-10 19:28:26,63.05,179.3167,-19.91,85,4,12.15
94,Fukue,JP,2021-01-10 19:28:26,32.6881,128.8419,42.37,68,100,13.69
95,Meulaboh,ID,2021-01-10 19:28:27,4.1363,96.1285,74.68,90,100,3.24
96,Ratnagiri,IN,2021-01-10 19:28:27,16.9833,73.3,79.32,76,0,4.41
97,Geraldton,AU,2021-01-10 19:28:27,-28.7667,114.6,66.2,82,0,14.97
98,Georgetown,MY,2021-01-10 19:27:53,5.4112,100.3354,80.01,83,20,4.61
99,Hobart,AU,2021-01-10 19:28:27,-42.8794,147.3294,60.8,88,20,8.05
100,Richards Bay,ZA,2021-01-10 19:28:27,-28.783,32.0377,74.57,91,98,9.15
101,Kodinsk,RU,2021-01-10 19:28:27,58.6881,99.1844,-10.88,89,100,0.67
102,Pochutla,MX,2021-01-10 19:28:27,15.7432,-96.4661,87.01,62,20,6.91
103,North Platte,US,2021-01-10 19:27:52,41.1239,-100.7654,35.6,64,90,6.91
104,Guerrero Negro,MX,2021-01-10 19:28:27,27.9769,-114.0611,68.72,25,0,1.36
105,Yerbogachen,RU,2021-01-10 19:28:27,61.2767,108.0108,-15.25,88,100,5.03
106,Liverpool,GB,2021-01-10 19:27:20,53.4106,-2.9779,42.8,87,90,6.91
107,Port Alfred,ZA,2021-01-10 19:28:28,-33.5906,26.891,66.99,84,98,11.56
108,Viedma,AR,2021-01-10 19:28:28,-40.8135,-62.9967,88.0,16,0,1.01
